地区名称 机构名称 机构类型 地区名称
贵州省 黔南州 贵定县 贵定县抱管乡卫生院
贵州省 黔南州 贵定县 贵定县新巴镇卫生院
贵州省 黔南州 贵定县 贵定县新铺乡卫生院
贵州省 黔南州 贵定县 贵定县旧治镇卫生院
贵州省 黔南州 贵定县 贵定县昌明中心卫生院
贵州省 黔南州 贵定县 贵定县沿山镇卫生院
贵州省 黔南州 贵定县 贵定县猴场堡乡卫生院
贵州省 黔南州 贵定县 贵定县盘江镇卫生院
贵州省 黔南州 贵定县 贵定县窑上乡卫生院
贵州省 黔南州 贵定县 贵定县落北河乡卫生院
贵州省 黔南州 贵定县 贵定县都六乡卫生院
贵州省 黔南州 贵定县 贵定县金南街道社区卫生服务中心
贵州省 黔南州 贵定县 贵定县铁厂乡卫生院
贵州省 黔南州 贵定县 贵定县马场河乡卫生院
贵州省 黔南州 都匀市 小围寨办事处社区卫生服务中心
贵州省 黔南州 都匀市 广惠办事处社区卫生服务中心
贵州省 黔南州 都匀市 文峰办事处社区卫生服务中心
贵州省 黔南州 都匀市 新华办事处社区卫生服务中心
贵州省 黔南州 都匀市 沙包堡办事处社区卫生服务中心
贵州省 黔南州 都匀市 都匀市凯口镇卫生院
贵州省 黔南州 都匀市 都匀市坝固镇卫生院
贵州省 黔南州 都匀市 都匀市基场乡卫生院
贵州省 黔南州 都匀市 都匀市墨冲镇卫生院
贵州省 黔南州 都匀市 都匀市大坪镇卫生院
贵州省 黔南州 都匀市 都匀市奉合乡卫生院
贵州省 黔南州 都匀市 都匀市平浪镇卫生院
贵州省 黔南州 都匀市 都匀市摆忙乡卫生院
贵州省 黔南州 都匀市 都匀市杨柳街镇卫生院
贵州省 黔南州 都匀市 都匀市江洲镇卫生院
贵州省 黔南州 都匀市 都匀市沙寨乡卫生院
贵州省 黔南州 都匀市 都匀市河阳乡卫生院
贵州省 黔南州 都匀市 都匀市洛帮卫生院
贵州省 黔南州 都匀市 都匀市王司镇卫生院
贵州省 黔南州 都匀市 都匀市甘塘镇卫生院
贵州省 黔南州 都匀市 都匀市石龙乡卫生院
贵州省 黔南州 都匀市 都匀市良亩乡卫生院
贵州省 黔南州 都匀市 都匀市阳和乡卫生院
贵州省 黔南州 长顺县 长顺县代化镇中心卫生院
贵州省 黔南州 长顺县 长顺县广顺镇中心卫生院
贵州省 黔南州 长顺县 长顺县摆所镇中心卫生院
贵州省 黔南州 长顺县 长顺县敦操乡卫生院
贵州省 黔南州 长顺县 长顺县白云山镇卫生院
贵州省 黔南州 长顺县 长顺县长寨镇卫生院
贵州省 黔南州 长顺县 长顺县鼓扬镇卫生院
贵州省 黔南州 龙里县 龙里县三元镇卫生院
贵州省 黔南州 龙里县 龙里县冠山街道卫生服务中心
贵州省 黔南州 龙里县 龙里县哪旁乡卫生院
贵州省 黔南州 龙里县 龙里县巴江乡卫生院
贵州省 黔南州 龙里县 龙里县摆省乡卫生院
贵州省 黔南州 龙里县 龙里县水场乡卫生院
贵州省 黔南州 龙里县 龙里县洗马镇中心卫生院
贵州省 黔南州 龙里县 龙里县湾寨乡卫生院
贵州省 黔南州 龙里县 龙里县羊场镇中心卫生院
贵州省 黔南州 龙里县 龙里县草原乡卫生院
贵州省 黔南州 龙里县 龙里县谷脚镇中心卫生院
贵州省 黔南州 龙里县 龙里县谷龙乡卫生院
贵州省 黔南州 龙里县 龙里县醒狮镇卫生院
贵州省 黔南州 龙里县 龙里县麻芝乡卫生院
贵州省 黔南州 龙里县 龙里县龙山镇中心卫生院
贵州省 黔西南州 义龙新区 万屯镇卫生院
贵州省 黔西南州 义龙新区 德卧镇卫生院
贵州省 黔西南州 义龙新区 新桥镇卫生院
贵州省 黔西南州 义龙新区 木咱镇卫生院
贵州省 黔西南州 义龙新区 郑屯镇卫生院
贵州省 黔西南州 义龙新区 雨樟镇卫生院
贵州省 黔西南州 义龙新区 顶效镇卫生院
贵州省 黔西南州 义龙新区 鲁屯镇卫生院
贵州省 黔西南州 义龙新区 龙广镇卫生院
贵州省 黔西南州 兴义市 兴义市七舍镇卫生院
贵州省 黔西南州 兴义市 兴义市万屯镇卫生院
贵州省 黔西南州 兴义市 兴义市万峰林镇卫生院
贵州省 黔西南州 兴义市 兴义市三江口镇卫生院
贵州省 黔西南州 兴义市 兴义市下五屯镇卫生院
贵州省 黔西南州 兴义市 兴义市丰都镇卫生院
贵州省 黔西南州 兴义市 兴义市乌沙镇卫生院
贵州省 黔西南州 兴义市 兴义市仓更镇卫生院
贵州省 黔西南州 兴义市 兴义市兴泰镇卫生院
贵州省 黔西南州 兴义市 兴义市则戎乡卫生院
贵州省 黔西南州 兴义市 兴义市坪东镇卫生院
贵州省 黔西南州 兴义市 兴义市威舍镇卫生院
贵州省 黔西南州 兴义市 兴义市巴结镇卫生院
贵州省 黔西南州 兴义市 兴义市捧乍镇中心卫生院
贵州省 黔西南州 兴义市 兴义市敬南镇中心卫生院
贵州省 黔西南州 兴义市 兴义市木贾镇卫生院
贵州省 黔西南州 兴义市 兴义市桔山镇卫生院
贵州省 黔西南州 兴义市 兴义市沧江乡卫生院
贵州省 黔西南州 兴义市 兴义市泥凼镇卫生院
贵州省 黔西南州 兴义市 兴义市洛万乡卫生院
贵州省 黔西南州 兴义市 兴义市清水河镇卫生院
贵州省 黔西南州 兴义市 兴义市猪场坪乡卫生院
贵州省 黔西南州 兴义市 兴义市白碗窑镇卫生院
贵州省 黔西南州 兴义市 兴义市郑屯镇卫生院
贵州省 黔西南州 兴义市 兴义市雄武乡卫生院
贵州省 黔西南州 兴义市 兴义市马岭镇卫生院
贵州省 黔西南州 兴义市 兴义市鲁屯镇卫生院
贵州省 黔西南州 兴义市 兴义市鲁布格镇卫生院
贵州省 黔西南州 兴义市 兴义市黄草办红星社区卫生服务站
贵州省 黔西南州 兴仁县 东湖街道社区卫生服务中心
贵州省 黔西南州 兴仁县 兴仁县下山镇卫生院
贵州省 黔西南州 兴仁县 兴仁县回龙镇卫生院
贵州省 黔西南州 兴仁县 兴仁县大山镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县屯脚镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县巴铃镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县新龙场镇卫生院
贵州省 黔西南州 兴仁县 兴仁县波阳镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县潘家庄镇卫生院
贵州省 黔西南州 兴仁县 兴仁县百德镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县雨樟镇卫生院
贵州省 黔西南州 兴仁县 兴仁县马马崖镇中心卫生院
贵州省 黔西南州 兴仁县 兴仁县鲁础营乡卫生院
贵州省 黔西南州 兴仁县 城北街道社区卫生服务中心
贵州省 黔西南州 兴仁县 城南街道社区卫生服务中心
贵州省 黔西南州 兴仁县 真武街道社区卫生服务中心
贵州省 黔西南州 册亨县 册亨县丫他镇中心卫生院
贵州省 黔西南州 册亨县 册亨县八渡镇中心卫生院
贵州省 黔西南州 册亨县 册亨县冗渡镇中心卫生院
贵州省 黔西南州 册亨县 册亨县双江镇中心卫生院
贵州省 黔西南州 册亨县 册亨县坡妹镇中心卫生院
贵州省 黔西南州 册亨县 册亨县岩架镇中心卫生院
贵州省 黔西南州 册亨县 册亨县巧马镇卫生院
贵州省 黔西南州 册亨县 册亨县弼佑镇中心卫生院
贵州省 黔西南州 册亨县 册亨县百口乡卫生院
贵州省 黔西南州 册亨县 册亨县秧坝镇中心卫生院
贵州省 黔西南州 册亨县 册亨县纳福街道卫生院
贵州省 黔西南州 册亨县 册亨县者楼镇中心卫生院
贵州省 黔西南州 安龙县 安龙县万峰湖镇卫生院
贵州省 黔西南州 安龙县 安龙县德卧镇卫生院
贵州省 黔西南州 安龙县 安龙县招堤街道卫生院
贵州省 黔西南州 安龙县 安龙县新桥镇卫生院
贵州省 黔西南州 安龙县 安龙县普坪镇卫生院
贵州省 黔西南州 安龙县 安龙县木咱镇卫生院
贵州省 黔西南州 安龙县 安龙县栖凤街道卫生院
贵州省 黔西南州 安龙县 安龙县洒雨镇卫生院
贵州省 黔西南州 安龙县 安龙县海子乡卫生院
贵州省 黔西南州 安龙县 安龙县笃山镇卫生院
贵州省 黔西南州 安龙县 安龙县钱相街道卫生院
贵州省 黔西南州 安龙县 安龙县龙山镇卫生院
贵州省 黔西南州 安龙县 安龙县龙广镇卫生院
贵州省 黔西南州 普安县 普安县兴中镇卫生院
贵州省 黔西南州 普安县 普安县南湖街道卫生院
贵州省 黔西南州 普安县 普安县地瓜中心卫生院
贵州省 黔西南州 普安县 普安县新店镇中心卫生院
贵州省 黔西南州 普安县 普安县楼下中心卫生院
贵州省 黔西南州 普安县 普安县江西坡中心卫生院
贵州省 黔西南州 普安县 普安县白沙乡卫生院
贵州省 黔西南州 普安县 普安县盘水街道卫生院
贵州省 黔西南州 普安县 普安县罗汉镇中心卫生院
贵州省 黔西南州 普安县 普安县青山中心卫生院
贵州省 黔西南州 普安县 普安县高棉乡卫生院
贵州省 黔西南州 普安县 普安县龙吟中心卫生院
贵州省 黔西南州 晴隆县 晴隆县三宝乡卫生院
贵州省 黔西南州 晴隆县 晴隆县东观街道卫生院
贵州省 黔西南州 晴隆县 晴隆县中云镇卫生院
贵州省 黔西南州 晴隆县 晴隆县光照镇中心卫生院
贵州省 黔西南州 晴隆县 晴隆县大厂镇中心卫生院
贵州省 黔西南州 晴隆县 晴隆县安谷乡中心卫生院
贵州省 黔西南州 晴隆县 晴隆县沙子镇卫生院
贵州省 黔西南州 晴隆县 晴隆县碧痕镇卫生院
贵州省 黔西南州 晴隆县 晴隆县紫马乡卫生院
贵州省 黔西南州 晴隆县 晴隆县花贡镇中心卫生院
贵州省 黔西南州 晴隆县 晴隆县茶马镇中心卫生院
贵州省 黔西南州 晴隆县 晴隆县莲城街道卫生院
贵州省 黔西南州 晴隆县 晴隆县鸡场镇中心卫生院
贵州省 黔西南州 晴隆县 长流乡卫生院
贵州省 黔西南州 望谟县 望谟县乐元镇卫生院
贵州省 黔西南州 望谟县 望谟县乐旺镇卫生院
贵州省 黔西南州 望谟县 望谟县大观镇中心卫生院
贵州省 黔西南州 望谟县 望谟县平洞街道办社区卫生服务中心
贵州省 黔西南州 望谟县 望谟县打易镇卫生院
贵州省 黔西南州 望谟县 望谟县新屯街道卫生院
贵州省 黔西南州 望谟县 望谟县昂武镇中心卫生院
贵州省 黔西南州 望谟县 望谟县桑郎镇卫生院
贵州省 黔西南州 望谟县 望谟县油迈乡卫生院
贵州省 黔西南州 望谟县 望谟县王母街道办社区卫生服务中心
贵州省 黔西南州 望谟县 望谟县石屯镇卫生院
贵州省 黔西南州 望谟县 望谟县蔗香镇中心卫生院
贵州省 黔西南州 望谟县 望谟县边饶镇中心卫生院
贵州省 黔西南州 望谟县 望谟县郊纳镇中心卫生院
贵州省 黔西南州 望谟县 望谟县麻山镇卫生院
贵州省 黔西南州 贞丰县 贞丰县北盘江镇卫生院
贵州省 黔西南州 贞丰县 贞丰县小屯乡卫生院
贵州省 黔西南州 贞丰县 贞丰县平街乡卫生院
贵州省 黔西南州 贞丰县 贞丰县挽澜乡卫生院
贵州省 黔西南州 贞丰县 贞丰县永丰街道办卫生院
贵州省 黔西南州 贞丰县 贞丰县沙坪乡卫生院
贵州省 黔西南州 贞丰县 贞丰县珉谷镇卫生院
贵州省 黔西南州 贞丰县 贞丰县白层镇卫生院
贵州省 黔西南州 贞丰县 贞丰县者相镇卫生院
贵州省 黔西南州 贞丰县 贞丰县连环乡卫生院
贵州省 黔西南州 贞丰县 贞丰县长田乡卫生院
贵州省 黔西南州 贞丰县 贞丰县鲁容乡卫生院
贵州省 黔西南州 贞丰县 贞丰县鲁贡镇卫生院
贵州省 黔西南州 贞丰县 贞丰县龙场镇卫生院
